0.629242655	0.142094136	0.61777576	-0.243123658
-0.433318462	1.122216862	-0.2969845	1.078966557
0.113537393	0.204399359	0.142094136	0.023605095
-0.407534012	-0.0803362	-0.52873857	0.170767252
-0.606389528	0.724226725	-0.287131937	1.131121951
-1.514324716	1.767092096	0.047223351	2.767447322
-2.313127487	1.379929715	-1.053958164	2.478795829
-1.235693527	1.610243846	-0.170767252	1.86524627
-1.627748831	0.165979278	-1.560490269	1.627748831
0.846339344	-0.755258053	0.65242926	-1.078966557
0.595081376	0.894605302	0.826248925	0.43850955
0.974986705	1.277270991	1.277270991	0.402410019
1.392266183	0.699895661	1.499631123	-0.292054674
-1.062220505	0.664154647	-0.799968905	1.205858798
-0.880606067	1.167675078	-0.341695528	1.392266183
1.205858798	0.459394307	1.256210811	-0.306865978
0.301921554	0.572689437	-0.132563492	0.371881382
-0.346704194	0.545096162	-0.142094136	0.65242926
1.457387607	1.367799754	1.529352729	-0.047223351
-0.137327255	0.718104214	0.118289797	0.583848813
0.512521249	2.144222465	1.332566211	1.235693527
-0.572689437	0.967421566	-0.189959501	1.062220505
0.774230107	0.047223351	0.730376506	-0.326720263
1.062220505	-1.045767153	0.908782094	-1.499631123
-0.272404862	0.774230107	0.023605095	0.85311238
-0.301921554	0.65242926	-0.089811623	0.718104214
-0.371881382	-0.194768239	-0.512521249	0.061406116
-2.099401254	1.392266183	-0.974986705	2.596561824
1.140117653	-1.158391438	0.880606067	-1.529352729
1.087454134	-1.131121951	0.277307168	-0.480481405
0.214049476	-1.005822542	-0.282216147	-0.33669542
0.0803362	-0.267509095	0.0803362	-0.277307168
0.443712481	-0.35674782	0.287131937	-0.736554034
-0.028327271	1.332566211	0.646600133	0.959911393
1.985570999	1.321182026	1.952764915	-0.417814344
1.471178175	0.070867983	1.392266183	-0.67005166
2.144222465	2.058438881	2.19381673	0.014162215
2.596561824	2.478795829	2.596561824	0.233410628
2.313127487	2.767447322	2.767447322	0.736554034
2.767447322	3.108053588	3.108053588	0.485786363
2.478795829	2.19381673	2.478795829	-0.023605095
2.058438881	2.596561824	2.313127487	0.287131937
1.723789988	0.267509095	1.683498035	-0.826248925
0.959911393	-1.186550688	0.635007185	-0.846339344
-1.921935009	-0.292054674	-2.144222465	1.367799754
1.367799754	0.089811623	1.355867773	-0.2969845
-0.742759799	0.185155152	-0.718104214	0.894605302
1.703298394	0.658280641	1.664336522	-0.646600133
-1.225627238	0.793485023	-0.85311238	1.298913446
-0.846339344	-0.351721572	-1.078966557	0.392193489
-0.78703433	2.313127487	0.937698749	1.892830498
-0.578260124	-0.170767252	-0.712008503	0.218881964
0.480481405	-1.471178175	0.056677296	-1.471178175
0.866777322	-0.85311238	0.612072725	-1.205858798
-0.658280641	-0.52873857	-0.959911393	-0.194768239
-0.545096162	-0.539627626	-0.819625945	-0.272404862
-1.332566211	-0.68788465	-1.576643448	0.539627626
-0.361783097	0.123044875	-0.397296571	0.561600929
-0.813038723	-0.583848813	-1.131121951	-0.189959501
-0.247988731	0.930396703	0.127802736	0.832908347
-1.245886611	1.514324716	-1.0216048	1.683498035
0.018883444	-0.165979278	0.014162215	-0.014162215
0.382017734	-1.723789988	-0.113537393	-0.612072725
-1.790047176	-0.142094136	-1.921935009	1.0216048
0	0.742759799	0.247988731	0.496437621
-1.01368211	-0.397296571	-1.277270991	0.469911736
-0.127802736	-2.478795829	-0.629242655	-1.921935009
-0.839604913	1.070556004	-0.402410019	1.266670675
-0.233410628	-2.020664559	-0.755258053	-1.790047176
0.165979278	-0.051949743	0.085072957	-0.185155152
0.397296571	1.215683633	0.658280641	0.693877643
0.175559145	-0.331703716	0.089811623	-0.485786363
1.332566211	-1.062220505	1.235693527	-1.610243846
0.223719569	-0.866777322	-0.018883444	-0.967421566
-0.974986705	0.675972066	-0.681916262	1.096020782
-0.397296571	0.151637705	-0.43850955	0.780616221
-0.774230107	-0.277307168	-0.945051139	0.26261973
0.25285968	-0.967421566	-0.146864249	-1.158391438
-0.243123658	-2.058438881	-0.736554034	-1.813986207
0.392193489	-0.629242655	0.185155152	-1.070556004
-2.020664559	1.430608769	-1.062220505	2.058438881
0.070867983	0.62349896	0.257736636	0.491105028
0.507145502	-0.534175181	0.292054674	-0.712008503
0.03305008	0.243123658	0.099295118	0.311817916
-0.099295118	0.26261973	-0.009441301	0.267509095
-1.813986207	0.561600929	-1.645767305	1.745032084
-0.819625945	-0.218881964	-0.990286919	0.397296571
1.344125766	0.2969845	1.344125766	-0.793485023
1.767092096	-0.085072957	1.703298394	-1.104668629
-1.645767305	1.158391438	-0.901671045	1.767092096
-1.48525435	1.985570999	0.146864249	2.24947787
-2.24947787	0.43850955	-1.723789988	1.921935009
-1.355867773	-0.640792894	-1.610243846	0.132563492
-0.392193489	0.061406116	-0.459394307	0.475189935
1.355867773	-1.122216862	1.131121951	-0.475189935
-0.018883444	-0.06613631	-0.042498014	-0.26261973
-0.589455798	-1.256210811	-1.215683633	-0.331703716
0.469911736	1.245886611	0.901671045	0.87367081
-2.387808898	-0.480481405	-2.596561824	1.070556004
-0.52873857	0.469911736	-0.412668726	0.699895661
0.104040162	-0.464646597	-0.127802736	-0.51791185
-2.144222465	-0.806486593	-2.058438881	1.005822542
0.952454975	-0.67005166	0.813038723	-1.0216048
-0.056677296	-1.610243846	-0.51791185	-0.469911736
-0.387100601	0.806486593	-0.075601244	0.974986705
1.01368211	1.045767153	1.196149002	0.238264333
0.50178437	-0.26261973	0.326720263	-0.45415466
0.137327255	-0.62349896	-0.014162215	-0.806486593
0.880606067	0.392193489	0.915939397	-0.180355072
-0.382017734	-0.578260124	-0.699895661	-0.267509095
-0.894605302	1.355867773	-0.228562415	1.355867773
1.921935009	-0.127802736	1.767092096	-1.149206576
1.225627238	-1.113399888	0.998024621	-0.839604913
-0.094552307	-0.730376506	-0.247988731	-0.443712481
-0.748994301	-1.813986207	-0.915939397	-1.235693527
1.256210811	-1.392266183	1.096020782	-1.723789988
-1.122216862	1.344125766	-0.443712481	1.499631123
-0.366827564	-1.087454134	-0.78703433	-1.367799754
1.167675078	-0.037773625	1.158391438	-0.539627626
-0.556082547	-0.371881382	-0.730376506	0
-1.02959214	-0.433318462	-1.367799754	0.272404862
1.149206576	-0.287131937	1.053958164	-0.78703433
-0.612072725	1.443868764	0.094552307	1.430608769
-0.491105028	-0.047223351	-0.545096162	0.428139025
1.078966557	-0.982608059	0.839604913	-0.724226725
0.799968905	-1.167675078	0.556082547	-1.560490269
-0.047223351	-0.376944717	-0.156414619	-0.321744911
-1.544734294	0.68788465	-1.113399888	1.379929715
0.2969845	0.412668726	0.331703716	0.137327255
-0.156414619	-0.243123658	-0.243123658	-0.042498014
0.930396703	-0.572689437	1.02959214	-1.122216862
0.635007185	0.880606067	0.846339344	0.417814344
-0.512521249	-0.693877643	-0.839604913	-0.583848813
-0.170767252	0.306865978	-0.118289797	0.376944717
-0.475189935	-1.576643448	-1.005822542	-1.256210811
0.712008503	-0.185155152	0.866777322	-0.448927451
0.67005166	0.681916262	0.819625945	0.142094136
0.748994301	-1.215683633	0.361783097	-0.832908347
-0.443712481	1.149206576	-0.209221982	1.196149002
0.894605302	-0.78703433	0.681916262	-1.096020782
-0.43850955	-1.096020782	-0.923143931	-0.761551579
-0.351721572	0.028327271	-0.175559145	0.2969845
0.316777511	0.512521249	0.459394307	0.25285968
-1.256210811	-1.86524627	-1.952764915	-0.998024621
-0.990286919	-0.736554034	-1.379929715	-0.0803362
-0.023605095	1.196149002	0.491105028	0.915939397
-0.767875414	-1.839012341	-1.417595649	-1.417595649
-2.596561824	0.937698749	-1.664336522	2.387808898
0.243123658	0.056677296	0.26261973	-0.099295118
-1.767092096	-0.402410019	-2.387808898	1.053958164
-1.158391438	-1.48525435	-1.767092096	-0.422971049
1.113399888	-0.742759799	1.01368211	-1.355867773
-0.189959501	-1.790047176	-0.62349896	-1.544734294
0.534175181	0.161195105	0.469911736	-0.228562415
1.104668629	0.982608059	1.186550688	0.161195105
-0.061406116	-0.25285968	-0.094552307	-0.214049476
-1.610243846	-0.724226725	-1.985570999	0.507145502
-0.06613631	-2.387808898	-0.301921554	-1.892830498
0.640792894	-1.544734294	0.170767252	-0.550581047
-0.118289797	-0.646600133	-0.35674782	-0.589455798
0.277307168	-1.745032084	-0.085072957	-1.664336522
-1.277270991	-0.908782094	-1.790047176	-0.428139025
0.61777576	-0.780616221	0.366827564	-1.01368211
0.826248925	0.730376506	0.990286919	0.199581485
0.199581485	-1.952764915	-0.292054674	-1.457387607
0.321744911	-0.974986705	0.018883444	-1.186550688
0.736554034	-0.491105028	0.561600929	-0.819625945
-1.140117653	-0.238264333	-1.355867773	1.01368211
-0.485786363	0.491105028	-0.316777511	0.68788465
0.990286919	0.67005166	1.087454134	-0.037773625
-0.070867983	-0.664154647	-0.272404862	-0.640792894
0.180355072	-1.225627238	-0.108787551	-1.309966537
-0.009441301	-1.499631123	-0.433318462	-0.930396703
0.037773625	-0.998024621	-0.382017734	-1.037645711
0.908782094	-0.228562415	0.85311238	-0.606389528
0.539627626	0.287131937	0.578260124	0.108787551
-1.664336522	0.635007185	-1.332566211	1.544734294
-0.214049476	0.06613631	-0.199581485	0.35674782
-0.539627626	-3.108053588	-1.104668629	-1.86524627
0.094552307	-0.382017734	-0.004720598	-0.397296571
-0.042498014	-0.018883444	-0.037773625	-0.094552307
-1.177060462	-0.556082547	-1.48525435	0.45415466
1.48525435	-1.245886611	1.367799754	-0.923143931
1.0216048	-1.664336522	0.736554034	-1.645767305
-0.037773625	0.004720598	-0.070867983	-0.108787551
0.839604913	-0.070867983	0.793485023	-0.534175181
0.051949743	0.199581485	0.104040162	0.277307168
0.68788465	-0.705939135	0.412668726	-0.952454975
0.589455798	0.61777576	0.755258053	0.118289797
-0.930396703	1.892830498	0.35674782	1.703298394
-0.832908347	0.382017734	-0.742759799	0.945051139
