GRMZM2G151015	GRMZM2G575566	GRMZM2G055209	GRMZM2G101707	GRMZM2G159744	GRMZM2G449817	GRMZM2G109009	GRMZM2G103526	GRMZM2G169114	GRMZM2G169089	GRMZM2G331283	GRMZM2G029685	GRMZM2G029506	GRMZM2G093391	GRMZM2G179638	GRMZM2G050875	GRMZM2G050917	GRMZM5G836341	GRMZM2G404453	GRMZM2G384897	GRMZM2G141325	GRMZM2G701044	gamma	alpha	total	ratio
1.021399468	0.944119285	0.872103029	2.104600628	1.669043821	0.402250065	-0.017029548	-0.272384894	-0.223213218	0.776421761	1.726602201	-0.336607179	0.813797671	-0.160759774	2.045954276	-0.462083086	-2.104600628	0.976525035	0.216235289	-1.993601218	0.272384894	0.272384894	0.512521249	2.144222465	1.332566211	1.235693527
1.255660378	-0.336607179	0.923055543	0.965610478	1.697120332	0.037471962	0.547203211	-0.119484771	1.301946185	1.092857156	1.946202375	-0.051108415	0.892205847	-0.43197323	0.776421761	1.757666049	1.286210621	1.441453795	1.226239142	0.372878156	0.010217413	2.045954276	-0.572689437	0.967421566	-0.189959501	1.062220505
-2.345104662	-2.468001988	-1.143773961	-0.83291742	-1.523165155	-0.484942137	-0.531447525	2.249880663	-0.477294855	-1.351202935	-0.852346618	1.757666049	-0.603470624	0.823319923	-0.51582268	0.83291742	-2.045954276	2.998020796	-2.104600628	-1.946202375	1.33442315	1.368372038	0.774230107	0.047223351	0.730376506	-0.326720263
-0.030656506	0.286550499	0.160759774	1.403975696	1.197842699	-0.195363108	0.402250065	-0.603470624	0.051108415	0.661717677	-0.030656506	1.092857156	-0.687372812	-0.071581727	0.767246816	0.336607179	-1.993601218	0.83291742	-2.045954276	-1.902810954	0.251237576	-0.265322712	1.062220505	-1.045767153	0.908782094	-1.499631123
-0.358313528	0.687372812	-0.45451733	0.394875486	-0.223213218	-0.628171949	-0.258273739	-0.976525035	-0.696025208	0.987557182	-0.057930049	-1.403975696	-0.923055543	-0.293654744	0.678771572	1.441453795	1.862731867	1.385954264	-1.993601218	0.394875486	0.358313528	0.91267586	-0.272404862	0.774230107	0.023605095	0.85311238
-0.571095686	1.092857156	1.642224543	0.45451733	2.249880663	0.188425032	2.249880663	-0.265322712	0.902393588	-0.678771572	0.670220259	-0.112627241	0.402250065	1.33442315	1.403975696	-2.998020796	1.669043821	0.776421761	0.358313528	-1.862731867	0.785662535	0.358313528	-0.301921554	0.65242926	-0.089811623	0.718104214
-1.48107362	0.272384894	0.307908216	-1.156974916	-0.071581727	-1.669043821	0.085246759	0.670220259	-1.545263217	-1.240815502	-2.345104662	-0.023842473	-1.170380633	0.555132042	-0.563095926	0.653262666	0.83291742	-0.140092436	-1.946202375	-1.825439172	-0.188425032	-0.619896262	-0.371881382	-0.194768239	-0.512521249	0.061406116
-0.823319923	-1.48107362	1.460977052	-1.902810954	0.539308633	0.272384894	0.272384894	1.403975696	0.394875486	0.555132042	-2.249880663	-1.642224543	0.343824517	-0.91267586	-0.7490877	-1.068431117	0.722302208	0.251237576	-1.902810954	0.83291742	-1.021399468	0.322224522	-2.099401254	1.392266183	-0.974986705	2.596561824
0.439462999	-0.531447525	-1.642224543	-0.571095686	-2.045954276	0.872103029	-2.045954276	0.09208509	-2.045954276	-2.171527717	-0.244213829	-0.696025208	-0.7490877	-0.892205847	-2.468001988	-1.032943298	-1.946202375	1.545263217	0.687372812	-1.790524917	-0.133217035	-0.146974467	1.140117653	-1.158391438	0.880606067	-1.529352729
1.032943298	1.642224543	0.954809756	-0.343824517	0.003405752	0.030656506	0.882109877	0.595318735	0.237202109	2.104600628	-0.91267586	0.43197323	0.424507616	1.757666049	1.33442315	-1.301946185	-1.902810954	-0.078412413	-1.862731867	0.140092436	1.403975696	0.43197323	1.087454134	-1.131121951	0.277307168	-0.480481405
0.933535639	-0.365586148	-0.365586148	1.757666049	-0.140092436	-0.167663737	-0.944119285	-0.153863466	-0.071581727	0.43197323	0.037471962	0.933535639	0.595318735	-0.439462999	1.441453795	-0.636490883	0.315058297	0.785662535	-1.825439172	2.645701413	0.661717677	0.105775004	0.214049476	-1.005822542	-0.282216147	-0.33669542
-1.757666049	0.057930049	-0.272384894	-1.044626445	-0.209267873	-0.731172307	0.293654744	0.43197323	-1.697120332	-0.636490883	-2.171527717	0.571095686	-0.439462999	0.265322712	0.343824517	0.933535639	-1.862731867	-0.105775004	-1.790524917	0.794970891	1.032943298	1.143773961	0.0803362	-0.267509095	0.0803362	-0.277307168
1.351202935	-0.731172307	-0.322224522	-0.085246759	-0.293654744	0.209267873	-0.140092436	-0.202310601	-0.336607179	0.119484771	0.619896262	0.126347925	-1.318010897	-0.661717677	-0.83291742	-0.687372812	0.976525035	0.6448541	2.171527717	1.130769373	0.037471962	0.484942137	0.443712481	-0.35674782	0.287131937	-0.736554034
0.300773842	-1.351202935	-2.104600628	-1.48107362	-1.697120332	0.965610478	-1.825439172	0.933535639	-1.946202375	-1.902810954	-0.713488578	2.345104662	-0.704730028	-0.469675385	-0.804348643	0.670220259	-1.825439172	-2.345104662	-0.181496015	-1.757666049	0.237202109	-2.345104662	-0.028327271	1.332566211	0.646600133	0.959911393
1.130769373	-0.078412413	0.09208509	-0.300773842	0.064754379	-1.286210621	0.998710851	-1.669043821	-0.587206217	-0.051108415	-0.439462999	-0.265322712	1.862731867	-0.595318735	0.119484771	1.697120332	-1.790524917	-0.813797671	0.424507616	-1.726602201	-1.368372038	-0.417065588	1.985570999	1.321182026	1.952764915	-0.417814344
-0.547203211	0.307908216	-1.460977052	0.365586148	-1.726602201	1.697120332	-1.501786817	-0.462083086	0.813797671	-0.731172307	1.318010897	0.140092436	-0.112627241	-0.933535639	-0.998710851	0.804348643	-1.757666049	0.823319923	0.126347925	0.037471962	-0.636490883	-0.603470624	1.471178175	0.070867983	1.392266183	-0.67005166
0.539308633	-1.044626445	0.078412413	0.071581727	-0.315058297	0.244213829	-0.322224522	-0.965610478	0.45451733	-0.057930049	0.202310601	-0.258273739	1.545263217	-2.645701413	0.563095926	0.167663737	-1.726602201	0.462083086	-1.757666049	-1.697120332	-1.105318189	-2.249880663	2.144222465	2.058438881	2.19381673	0.014162215
1.33442315	-0.758136008	-0.722302208	1.591873889	-0.329407333	-0.579132162	-1.156974916	1.197842699	1.669043821	-0.872103029	-0.265322712	0.300773842	1.616536998	-1.301946185	-0.446977502	-0.057930049	-1.697120332	0.174575701	-1.726602201	0.174575701	0.555132042	-0.322224522	2.596561824	2.478795829	2.596561824	0.233410628
0.365586148	-0.603470624	0.508057465	1.117953259	-0.044289159	-1.825439172	0.462083086	0.329407333	1.591873889	-0.230202032	1.568142731	0.003405752	2.345104662	-1.33442315	0.785662535	0.223213218	-0.023842473	0.872103029	-1.697120332	-1.669043821	-0.469675385	0.852346618	2.313127487	2.767447322	2.767447322	0.736554034
0.785662535	-0.882109877	-0.587206217	0.244213829	-0.380190046	-1.368372038	0.003405752	-0.051108415	1.422465003	0.933535639	1.902810954	0.105775004	1.946202375	-1.523165155	1.757666049	0.078412413	-1.669043821	0.91267586	-1.669043821	0.300773842	0.078412413	0.653262666	2.767447322	3.108053588	3.108053588	0.485786363
0.678771572	-0.358313528	0.571095686	-0.064754379	0.484942137	-0.823319923	1.009990169	0.044289159	-0.293654744	-0.202310601	0.500322766	-0.140092436	2.104600628	-0.09208509	-0.365586148	-0.023842473	-1.642224543	0.628171949	-1.642224543	0.462083086	0.202310601	0.571095686	2.478795829	2.19381673	2.478795829	-0.023605095
0.603470624	-2.345104662	0.678771572	1.422465003	0.872103029	-2.045954276	0.322224522	0.439462999	1.056453949	-0.003405752	-0.003405752	-0.133217035	1.460977052	-1.056453949	-0.051108415	-0.477294855	-0.030656506	0.195363108	-0.098927729	0.653262666	-0.112627241	0.83291742	2.058438881	2.596561824	2.313127487	0.287131937
0.216235289	1.286210621	-0.892205847	1.993601218	0.105775004	-1.184000049	-0.43197323	-0.35105981	0.862182757	-0.670220259	1.301946185	-0.484942137	0.758136008	1.056453949	-0.140092436	1.130769373	-1.616536998	0.713488578	-0.160759774	-0.105775004	-0.174575701	0.078412413	1.723789988	0.267509095	1.683498035	-0.826248925
0.329407333	1.757666049	0.587206217	0.409646587	0.804348643	-0.571095686	-0.758136008	0.181496015	-0.439462999	1.080563549	-1.156974916	-0.237202109	-0.010217413	0.446977502	0.636490883	0.402250065	-1.591873889	-0.862182757	-0.030656506	-1.642224543	-0.078412413	1.523165155	0.959911393	-1.186550688	0.635007185	-0.846339344
1.197842699	0.230202032	1.501786817	1.009990169	1.368372038	-0.223213218	2.998020796	0.45451733	2.645701413	0.35105981	-0.223213218	-0.146974467	-1.669043821	-0.051108415	0.954809756	0.051108415	1.33442315	-0.484942137	-0.023842473	1.993601218	1.021399468	-0.902393588	-1.921935009	-0.292054674	-2.144222465	1.367799754
-0.300773842	0.547203211	-1.255660378	-0.030656506	-0.279460686	-1.143773961	-1.092857156	-0.358313528	-1.226239142	-2.645701413	-0.508057465	-0.209267873	-1.862731867	-0.987557182	-0.119484771	1.068431117	0.45451733	-0.852346618	-1.616536998	-1.616536998	0.174575701	0.315058297	1.367799754	0.089811623	1.355867773	-0.2969845
-0.7490877	-0.244213829	0.722302208	0.188425032	0.293654744	1.460977052	1.184000049	-1.184000049	0.098927729	1.117953259	0.010217413	-1.385954264	-0.43197323	-0.209267873	1.170380633	0.892205847	1.501786817	0.531447525	-0.237202109	0.587206217	0.216235289	1.156974916	-0.742759799	0.185155152	-0.718104214	0.894605302
-0.776421761	-0.539308633	1.591873889	-0.619896262	0.7490877	0.057930049	1.862731867	0.998710851	1.460977052	1.240815502	-0.45451733	0.882109877	0.731172307	-0.531447525	0.852346618	1.568142731	-1.568142731	1.156974916	0.258273739	0.619896262	-0.003405752	1.757666049	1.703298394	0.658280641	1.664336522	-0.646600133
-0.329407333	1.568142731	0.402250065	0.251237576	0.987557182	1.105318189	0.209267873	-1.48107362	0.402250065	0.380190046	-0.813797671	0.678771572	-0.380190046	1.422465003	0.862182757	-0.286550499	0.394875486	-2.249880663	0.439462999	0.523619123	0.636490883	0.785662535	-1.225627238	0.793485023	-0.85311238	1.298913446
-0.6448541	-2.249880663	0.882109877	-0.417065588	-1.092857156	-0.230202032	-0.030656506	-0.636490883	0.167663737	0.322224522	-2.104600628	-2.171527717	0.933535639	-2.468001988	-0.91267586	0.119484771	-1.545263217	0.078412413	1.441453795	-1.591873889	-1.301946185	0.539308633	-0.846339344	-0.351721572	-1.078966557	0.392193489
-1.286210621	0.539308633	-0.758136008	-0.933535639	-1.757666049	-0.758136008	-1.523165155	1.226239142	-1.021399468	-0.661717677	0.477294855	1.032943298	0.119484771	0.636490883	-0.174575701	1.862731867	0.105775004	0.230202032	-1.591873889	0.424507616	-0.462083086	0.071581727	-0.78703433	2.313127487	0.937698749	1.892830498
1.48107362	1.946202375	-0.91267586	-0.531447525	-0.439462999	-0.329407333	-0.794970891	-0.140092436	1.33442315	-0.579132162	0.653262666	-0.293654744	1.790524917	2.249880663	-1.726602201	-0.09208509	0.563095926	-0.954809756	0.636490883	-1.568142731	-2.171527717	-0.587206217	-0.578260124	-0.170767252	-0.712008503	0.218881964
2.171527717	-1.385954264	1.044626445	0.7490877	-0.696025208	0.944119285	0.098927729	0.188425032	0.329407333	2.249880663	-0.987557182	-0.731172307	0.071581727	-0.670220259	1.143773961	0.112627241	-1.523165155	-0.508057465	-1.568142731	-1.545263217	1.226239142	-0.813797671	0.480481405	-1.471178175	0.056677296	-1.471178175
0.508057465	-0.619896262	-0.424507616	-0.023842473	-0.010217413	-0.358313528	0.286550499	-1.726602201	-1.156974916	-0.83291742	-0.209267873	-0.794970891	-0.424507616	-0.731172307	-0.064754379	0.216235289	-1.501786817	-2.171527717	0.492617885	-1.523165155	-0.265322712	-0.595318735	0.866777322	-0.85311238	0.612072725	-1.205858798
-0.037471962	0.713488578	0.119484771	0.6448541	-0.7490877	1.184000049	-0.365586148	-1.080563549	0.010217413	-0.794970891	-0.394875486	-0.563095926	-0.300773842	1.021399468	-1.616536998	0.813797671	1.080563549	-0.322224522	-0.044289159	1.422465003	-1.669043821	0.064754379	-0.658280641	-0.52873857	-0.959911393	-0.194768239
-1.351202935	-0.307908216	-2.171527717	0.462083086	0.146974467	-2.249880663	-1.33442315	0.539308633	-0.133217035	-1.105318189	0.064754379	0.603470624	-2.645701413	-2.345104662	0.071581727	-0.237202109	0.307908216	-0.251237576	0.83291742	-1.501786817	1.368372038	-2.171527717	-0.545096162	-0.539627626	-0.819625945	-0.272404862
-1.726602201	0.387522319	-1.669043821	-0.424507616	0.160759774	0.492617885	-1.545263217	-0.003405752	-0.365586148	-0.91267586	1.403975696	0.010217413	-1.993601218	-1.197842699	-0.216235289	-0.251237576	0.462083086	-0.372878156	-1.545263217	-1.48107362	0.209267873	-2.104600628	-1.332566211	-0.68788465	-1.576643448	0.539627626
-0.687372812	-2.171527717	0.661717677	0.098927729	0.704730028	0.91267586	0.987557182	-0.030656506	1.286210621	0.91267586	0.902393588	-0.153863466	-1.032943298	-0.315058297	0.09208509	0.09208509	0.776421761	-0.216235289	1.032943298	0.628171949	1.523165155	0.258273739	-0.361783097	0.123044875	-0.397296571	0.561600929
0.057930049	1.616536998	0.051108415	-0.43197323	-0.300773842	1.351202935	-0.286550499	0.785662535	1.068431117	1.902810954	0.017029548	1.726602201	1.211918765	1.501786817	-0.209267873	0.044289159	1.545263217	1.568142731	0.862182757	1.825439172	-0.892205847	-0.6448541	-0.813038723	-0.583848813	-1.131121951	-0.189959501
0.91267586	-0.322224522	-1.790524917	-1.523165155	-1.068431117	-1.105318189	-1.568142731	-0.7490877	-0.244213829	-0.7490877	-0.7490877	-1.068431117	-0.394875486	0.003405752	0.223213218	0.202310601	1.092857156	-2.104600628	1.117953259	0.181496015	-1.642224543	-0.91267586	-0.247988731	0.930396703	0.127802736	0.832908347
-0.661717677	0.51582268	-0.336607179	1.48107362	0.417065588	-0.696025208	-0.380190046	-0.619896262	0.500322766	0.023842473	1.143773961	-0.872103029	1.105318189	-0.188425032	0.010217413	-0.387522319	-1.48107362	0.587206217	0.329407333	-1.460977052	-0.882109877	0.547203211	-1.245886611	1.514324716	-1.0216048	1.683498035
-0.35105981	-0.174575701	-0.7490877	0.51582268	-0.670220259	-0.037471962	-0.45451733	0.523619123	-0.044289159	0.286550499	-0.140092436	-1.056453949	-0.188425032	-0.037471962	0.587206217	-0.446977502	1.825439172	-2.045954276	-1.523165155	-1.441453795	0.758136008	0.343824517	0.018883444	-0.165979278	0.014162215	-0.014162215
-0.380190046	-0.044289159	-1.368372038	-0.767246816	-0.078412413	0.776421761	-1.460977052	0.265322712	0.462083086	0.293654744	0.446977502	-0.174575701	0.394875486	0.477294855	0.965610478	-2.645701413	-1.460977052	-1.993601218	-1.501786817	-1.422465003	-0.439462999	-0.83291742	0.382017734	-1.723789988	-0.113537393	-0.612072725
-0.965610478	-0.343824517	-0.409646587	-1.757666049	-0.105775004	1.092857156	0.603470624	-0.477294855	-0.704730028	-0.098927729	0.51582268	-1.862731867	0.998710851	-1.460977052	0.439462999	-2.468001988	-0.051108415	-0.933535639	0.872103029	-1.403975696	-1.117953259	-1.080563549	-1.790047176	-0.142094136	-1.921935009	1.0216048
0.74010031	-0.230202032	-0.547203211	0.892205847	-0.146974467	-1.757666049	-0.35105981	0.579132162	-0.74010031	-0.852346618	1.286210621	1.993601218	-1.105318189	-1.211918765	-1.545263217	-1.184000049	0.153863466	0.923055543	0.785662535	-1.385954264	-0.933535639	-0.286550499	0	0.742759799	0.247988731	0.496437621
0.09208509	0.571095686	-0.872103029	-0.140092436	0.251237576	0.508057465	-0.628171949	0.322224522	0.43197323	0.862182757	0.882109877	2.104600628	0.300773842	1.568142731	-0.469675385	0.105775004	0.223213218	1.902810954	-0.09208509	1.902810954	-0.862182757	0.133217035	-1.01368211	-0.397296571	-1.277270991	0.469911736
-0.794970891	0.35105981	-1.591873889	2.171527717	-0.402250065	-2.468001988	-1.946202375	1.385954264	-0.424507616	-1.862731867	0.976525035	-0.555132042	0.146974467	0.713488578	0.258273739	0.140092436	1.105318189	-1.946202375	1.33442315	-1.368372038	-1.403975696	-0.230202032	-0.127802736	-2.478795829	-0.629242655	-1.921935009
-0.051108415	1.032943298	-0.794970891	-0.202310601	-0.823319923	0.181496015	-0.987557182	-0.365586148	-0.722302208	-0.195363108	2.249880663	-1.170380633	-0.409646587	0.603470624	0.030656506	0.230202032	0.140092436	-1.902810954	1.726602201	-1.351202935	-1.545263217	0.579132162	-0.839604913	1.070556004	-0.402410019	1.266670675
0.037471962	0.882109877	-0.469675385	0.230202032	-0.343824517	-0.064754379	-0.372878156	-0.91267586	-1.422465003	-1.143773961	-0.619896262	-1.130769373	-0.852346618	1.068431117	-0.944119285	-0.571095686	-1.441453795	-0.636490883	-0.112627241	-1.33442315	-0.813797671	0.329407333	-0.233410628	-2.020664559	-0.755258053	-1.790047176
-1.156974916	1.301946185	0.057930049	0.595318735	-0.160759774	0.153863466	0.181496015	-0.882109877	0.251237576	0.202310601	0.462083086	-1.021399468	0.722302208	-0.105775004	0.944119285	0.030656506	-1.422465003	-0.365586148	0.51582268	0.872103029	0.223213218	-2.045954276	0.165979278	-0.051949743	0.085072957	-0.185155152
0.098927729	1.044626445	-0.307908216	1.301946185	0.531447525	0.336607179	-0.687372812	-0.387522319	0.202310601	1.385954264	-0.037471962	0.174575701	-0.098927729	0.365586148	2.998020796	0.322224522	0.372878156	-1.862731867	2.345104662	1.790524917	1.862731867	-0.43197323	0.397296571	1.215683633	0.658280641	0.693877643
0.611662814	-0.923055543	0.230202032	-0.998710851	0.188425032	0.523619123	-0.202310601	-0.500322766	-0.547203211	0.237202109	0.343824517	0.91267586	-0.45451733	-0.300773842	0.731172307	-0.823319923	-1.403975696	-1.825439172	2.104600628	0.133217035	-0.45451733	0.462083086	0.175559145	-0.331703716	0.089811623	-0.485786363
0.188425032	1.240815502	-0.704730028	0.424507616	1.993601218	0.704730028	-0.776421761	0.051108415	-0.653262666	1.501786817	-0.882109877	-0.365586148	0.209267873	0.216235289	1.591873889	0.265322712	-1.385954264	-0.085246759	1.318010897	1.143773961	-1.351202935	-1.993601218	1.332566211	-1.062220505	1.235693527	-1.610243846
1.368372038	0.380190046	-0.188425032	0.484942137	0.358313528	-0.653262666	0.687372812	-0.244213829	0.272384894	0.547203211	0.244213829	-1.080563549	0.477294855	0.195363108	0.462083086	-1.080563549	0.731172307	0.037471962	-1.48107362	-0.119484771	-0.767246816	1.032943298	0.223719569	-0.866777322	-0.018883444	-0.967421566
-1.184000049	0.872103029	0.704730028	-0.776421761	0.587206217	0.767246816	-0.265322712	1.790524917	0.508057465	0.417065588	0.636490883	1.105318189	1.825439172	0.500322766	0.722302208	1.009990169	-1.368372038	-0.286550499	-1.460977052	1.523165155	0.74010031	0.696025208	-0.974986705	0.675972066	-0.681916262	1.096020782
0.587206217	0.112627241	-1.501786817	-0.265322712	-0.976525035	-1.460977052	-1.301946185	-0.722302208	-0.944119285	-0.258273739	-0.902393588	-0.6448541	0.188425032	-0.286550499	-0.823319923	-1.226239142	-1.351202935	0.636490883	-1.441453795	-1.318010897	-1.143773961	-0.160759774	-0.397296571	0.151637705	-0.43850955	0.780616221
0.010217413	0.237202109	-1.211918765	0.785662535	-0.126347925	-0.071581727	-0.74010031	-1.270787244	-1.460977052	-1.044626445	-0.174575701	0.954809756	-0.628171949	-0.696025208	-0.842592259	-0.508057465	0.037471962	1.270787244	1.056453949	0.51582268	-0.057930049	-1.946202375	-0.774230107	-0.277307168	-0.945051139	0.26261973
0.813797671	0.244213829	0.852346618	-1.211918765	1.33442315	-0.852346618	1.226239142	1.143773961	-0.126347925	-0.343824517	-0.017029548	0.45451733	-0.09208509	1.044626445	0.492617885	1.501786817	-1.33442315	-0.023842473	-1.422465003	-1.301946185	1.080563549	0.446977502	0.25285968	-0.967421566	-0.146864249	-1.158391438
