AC233960.1_FG002	AC233960.1_FG003	GRMZM2G021270	GRMZM2G034876	GRMZM2G035213	GRMZM2G046909	GRMZM2G092749	GRMZM2G092959	GRMZM2G108087	GRMZM2G108829	GRMZM2G108996	GRMZM2G150363	GRMZM2G150374	GRMZM2G167431	GRMZM2G179147	GRMZM2G181637	GRMZM2G317738	GRMZM2G325001	GRMZM2G325019	GRMZM2G325038	GRMZM2G339499	GRMZM2G347836	GRMZM5G861093
-0.571095686	-1.501786817	-0.469675385	-0.555132042	-0.842592259	-1.403975696	-1.726602201	-0.085246759	-0.09208509	-1.270787244	-1.642224543	-1.757666049	-0.315058297	-0.670220259	-2.171527717	-2.104600628	0.862182757	-2.045954276	0.071581727	-0.579132162	0.892205847	-1.568142731	-1.862731867
-0.842592259	-2.249880663	1.156974916	0.976525035	0.230202032	1.726602201	0.965610478	0.230202032	-0.823319923	0.758136008	0.181496015	-0.017029548	-0.477294855	-1.568142731	0.823319923	-0.216235289	0.547203211	-1.993601218	0.181496015	-0.307908216	-0.146974467	-0.279460686	0.188425032
-1.441453795	0.044289159	0.023842473	-0.91267586	1.130769373	0.902393588	1.825439172	2.045954276	-0.195363108	1.009990169	0.140092436	1.044626445	0.7490877	1.080563549	0.258273739	-1.669043821	1.902810954	1.044626445	0.216235289	-1.184000049	-1.757666049	0.286550499	-0.209267873
-0.153863466	0.852346618	0.933535639	-0.661717677	0.044289159	-1.385954264	-0.322224522	0.852346618	1.184000049	1.993601218	-0.409646587	-1.726602201	0.547203211	0.265322712	-0.595318735	0.195363108	0.223213218	0.731172307	0.322224522	0.670220259	0.010217413	-0.785662535	-0.365586148
0.731172307	-0.713488578	-0.188425032	-0.74010031	-1.642224543	-0.329407333	0.595318735	0.892205847	-0.322224522	-0.758136008	0.265322712	-1.697120332	-0.704730028	-1.318010897	0.794970891	0.071581727	-1.105318189	-0.365586148	0.085246759	0.976525035	-1.726602201	-1.080563549	-0.174575701
1.197842699	1.170380633	-0.611662814	0.965610478	2.645701413	0.563095926	-0.813797671	-0.315058297	0.085246759	-0.595318735	0.987557182	0.209267873	0.794970891	0.446977502	0.547203211	-0.315058297	-0.279460686	0.195363108	-0.74010031	0.758136008	0.611662814	-0.51582268	-0.223213218
0.057930049	-1.403975696	-0.636490883	-0.286550499	-0.279460686	1.946202375	0.923055543	-0.539308633	-1.946202375	-0.446977502	-1.568142731	-0.133217035	1.825439172	0.258273739	-0.336607179	-0.258273739	-0.209267873	-1.946202375	-0.813797671	0.051108415	0.45451733	0.071581727	-1.825439172
1.545263217	0.998710851	0.272384894	1.032943298	-0.030656506	1.143773961	0.91267586	0.037471962	1.441453795	-0.343824517	0.842592259	-1.669043821	0.611662814	-0.358313528	0.758136008	2.249880663	1.368372038	-0.181496015	1.226239142	0.071581727	-1.697120332	0.571095686	-1.790524917
-1.240815502	0.051108415	-0.153863466	-1.301946185	-0.804348643	-1.591873889	-1.385954264	-0.767246816	-0.446977502	-0.500322766	-1.105318189	0.064754379	-2.045954276	-1.902810954	-1.056453949	-0.579132162	-0.785662535	0.085246759	0.272384894	-0.446977502	0.670220259	-0.678771572	0.842592259
1.403975696	1.117953259	-0.954809756	-1.422465003	-1.270787244	0.078412413	0.160759774	0.595318735	-0.439462999	-0.653262666	0.126347925	-1.642224543	-0.064754379	1.092857156	0.315058297	1.286210621	0.462083086	-0.661717677	-0.09208509	-0.209267873	-1.669043821	0.078412413	-0.153863466
0.785662535	-0.492617885	-1.422465003	-0.223213218	-0.037471962	-0.140092436	-0.713488578	-1.48107362	-0.336607179	-0.965610478	0.003405752	-1.616536998	-0.216235289	-0.030656506	0.523619123	-0.188425032	-1.197842699	0.531447525	-0.329407333	0.842592259	-1.642224543	0.017029548	-1.757666049
0.469675385	-0.286550499	-1.270787244	-0.216235289	-0.508057465	-1.568142731	-0.293654744	-1.33442315	-0.51582268	-1.286210621	0.098927729	0.944119285	-0.010217413	-1.757666049	0.336607179	1.044626445	-0.523619123	0.944119285	0.500322766	-0.023842473	-1.616536998	-1.757666049	-1.726602201
0.776421761	1.642224543	0.300773842	-0.017029548	0.872103029	1.184000049	0.071581727	-0.365586148	0.555132042	-0.636490883	0.424507616	2.645701413	1.184000049	-0.571095686	1.403975696	1.790524917	-0.43197323	-1.902810954	-0.216235289	0.230202032	-1.591873889	0.293654744	-1.697120332
-0.531447525	0.923055543	-0.409646587	-0.140092436	0.202310601	0.508057465	-0.167663737	-0.140092436	0.902393588	-0.293654744	1.568142731	0.998710851	-0.286550499	1.021399468	-0.017029548	1.757666049	0.852346618	0.704730028	0.336607179	-0.085246759	0.862182757	0.153863466	-1.669043821
-1.460977052	-0.758136008	-1.368372038	0.265322712	0.223213218	-1.092857156	-0.74010031	-0.823319923	-1.591873889	0.098927729	-1.790524917	-1.591873889	-0.09208509	-0.439462999	0.293654744	-0.687372812	-1.422465003	1.021399468	-1.403975696	1.130769373	-1.568142731	-0.003405752	1.226239142
0.216235289	0.160759774	-2.345104662	0.216235289	0.998710851	0.409646587	0.051108415	-0.160759774	-1.226239142	-0.804348643	-1.460977052	0.555132042	-0.181496015	-0.45451733	0.603470624	0.508057465	-0.160759774	-0.336607179	-0.563095926	2.998020796	0.571095686	0.174575701	-1.642224543
-0.286550499	-0.785662535	-0.731172307	1.697120332	1.286210621	1.642224543	-0.336607179	-0.531447525	-0.202310601	-0.272384894	0.902393588	1.642224543	0.923055543	0.678771572	1.286210621	0.7490877	-0.003405752	0.611662814	-0.181496015	1.825439172	2.171527717	-0.315058297	1.726602201
-0.852346618	2.468001988	-0.704730028	0.195363108	-0.181496015	-1.301946185	-0.023842473	-1.184000049	-1.105318189	-1.318010897	1.669043821	2.345104662	1.385954264	-0.105775004	0.43197323	1.591873889	-0.174575701	0.43197323	0.010217413	1.523165155	0.365586148	1.009990169	0.6448541
-1.669043821	-0.628171949	-0.446977502	-0.202310601	-0.7490877	-0.944119285	-0.372878156	0.160759774	-0.944119285	0.188425032	-0.842592259	-1.568142731	-0.767246816	-1.523165155	-1.616536998	-0.965610478	-0.704730028	-1.862731867	0.098927729	0.202310601	0.216235289	-0.098927729	0.003405752
0.43197323	-0.265322712	-1.105318189	-0.872103029	-0.35105981	0.071581727	-1.080563549	-1.862731867	-0.539308633	-0.74010031	-2.468001988	-0.244213829	-0.044289159	1.351202935	1.255660378	-0.678771572	-0.923055543	0.300773842	0.636490883	1.156974916	1.009990169	-0.424507616	-0.126347925
-1.044626445	0.670220259	-0.794970891	-0.402250065	-0.003405752	-0.571095686	-1.255660378	-0.555132042	0.105775004	-0.823319923	0.965610478	1.068431117	-0.713488578	0.417065588	-0.579132162	1.862731867	0.322224522	-0.119484771	-0.439462999	0.579132162	-1.545263217	0.126347925	-0.462083086
-0.424507616	-1.130769373	-1.825439172	-0.628171949	-0.315058297	0.153863466	-0.365586148	-1.790524917	0.272384894	-1.441453795	-0.704730028	-1.545263217	1.143773961	-0.044289159	0.872103029	1.105318189	-1.993601218	-1.825439172	0.394875486	0.057930049	-1.523165155	1.240815502	1.092857156
-1.616536998	-0.402250065	-0.531447525	-0.446977502	0.51582268	-1.156974916	-0.595318735	-0.785662535	-0.794970891	-0.098927729	-0.813797671	-1.523165155	-0.804348643	-1.825439172	0.402250065	-1.48107362	-1.403975696	-0.315058297	-0.965610478	0.804348643	1.130769373	0.7490877	-0.446977502
-0.704730028	1.021399468	-0.776421761	-0.713488578	-1.226239142	-1.143773961	-1.318010897	-0.51582268	0.037471962	-0.539308633	1.460977052	-0.112627241	-0.976525035	-0.767246816	-0.064754379	0.417065588	0.394875486	-0.126347925	0.380190046	0.954809756	1.068431117	-0.251237576	-1.616536998
-0.098927729	-0.237202109	-0.209267873	0.636490883	-0.628171949	-0.223213218	-0.976525035	-0.661717677	-0.813797671	-0.394875486	-0.933535639	-1.501786817	-0.83291742	-0.813797671	-1.697120332	-0.785662535	-0.500322766	-0.167663737	0.153863466	1.669043821	-1.501786817	1.385954264	0.195363108
0.976525035	0.767246816	-0.439462999	1.441453795	0.085246759	1.021399468	0.105775004	-0.439462999	0.417065588	0.057930049	1.080563549	-1.48107362	-0.030656506	1.156974916	1.170380633	0.223213218	0.776421761	-0.563095926	0.409646587	1.286210621	0.322224522	0.195363108	-0.098927729
0.044289159	-1.117953259	-0.424507616	-0.307908216	-0.670220259	-0.767246816	0.140092436	-1.286210621	0.329407333	-0.216235289	-1.726602201	-1.460977052	-1.501786817	0.057930049	-0.965610478	-0.892205847	-0.372878156	-0.722302208	-0.071581727	-0.017029548	-1.48107362	-0.160759774	-1.591873889
1.117953259	1.946202375	-0.892205847	0.804348643	-0.372878156	0.636490883	1.318010897	-0.91267586	-0.037471962	-0.105775004	-0.358313528	1.993601218	0.804348643	-0.424507616	-0.446977502	-1.092857156	-0.394875486	-1.790524917	1.170380633	-1.862731867	1.697120332	0.785662535	-0.140092436
-1.117953259	0.343824517	0.523619123	1.33442315	-0.223213218	2.998020796	-0.758136008	1.105318189	2.104600628	2.468001988	-0.83291742	-0.140092436	0.678771572	0.126347925	1.33442315	1.092857156	1.211918765	-0.823319923	0.462083086	0.195363108	-1.460977052	-0.74010031	-0.244213829
0.862182757	0.687372812	0.119484771	0.023842473	1.33442315	0.469675385	0.230202032	-0.153863466	-1.351202935	0.424507616	0.057930049	-0.237202109	1.616536998	1.790524917	2.171527717	0.83291742	0.336607179	0.307908216	1.080563549	-0.508057465	-1.441453795	-0.469675385	1.368372038
-0.409646587	-1.021399468	-1.318010897	-0.387522319	1.403975696	-0.146974467	1.130769373	-1.545263217	-0.402250065	-0.078412413	-1.902810954	-1.441453795	-0.892205847	0.010217413	1.318010897	-0.293654744	-1.117953259	0.417065588	-1.143773961	0.603470624	0.09208509	0.322224522	0.619896262
1.286210621	1.301946185	-1.117953259	-0.571095686	0.322224522	0.653262666	-0.91267586	-1.501786817	0.722302208	-0.462083086	0.315058297	0.272384894	-0.823319923	0.933535639	2.998020796	2.171527717	0.037471962	-1.757666049	-0.852346618	0.251237576	1.351202935	-1.351202935	1.056453949
-0.731172307	0.365586148	0.804348643	-0.842592259	-0.987557182	0.003405752	0.300773842	0.767246816	0.251237576	1.460977052	-0.322224522	-1.422465003	-0.446977502	-1.105318189	-0.767246816	-0.804348643	0.611662814	-1.726602201	1.422465003	-0.140092436	-1.422465003	0.636490883	0.09208509
-0.6448541	-0.603470624	-0.394875486	-1.318010897	-0.882109877	0.547203211	-0.394875486	0.619896262	0.976525035	0.882109877	-1.616536998	0.696025208	-0.195363108	-0.7490877	-0.7490877	1.616536998	-1.501786817	0.446977502	0.563095926	-1.270787244	-0.09208509	-0.372878156	0.804348643
-0.43197323	-1.523165155	-0.387522319	-1.669043821	-1.117953259	-0.670220259	-0.852346618	1.368372038	0.336607179	0.064754379	-2.104600628	-1.403975696	-0.862182757	-0.882109877	-1.130769373	-0.307908216	-1.441453795	-0.105775004	0.307908216	-1.790524917	-1.403975696	-1.993601218	-1.568142731
-0.358313528	-1.009990169	0.603470624	-0.804348643	0.954809756	-0.293654744	0.611662814	1.616536998	1.862731867	0.678771572	-0.017029548	-1.385954264	0.044289159	0.037471962	0.343824517	0.661717677	-0.462083086	0.126347925	0.209267873	-0.105775004	0.539308633	2.171527717	0.112627241
0.611662814	1.130769373	-0.484942137	-0.653262666	1.044626445	-0.35105981	-0.409646587	-1.568142731	-1.697120332	-1.117953259	0.477294855	0.336607179	0.387522319	-1.092857156	1.143773961	-0.195363108	-0.446977502	-1.697120332	-1.545263217	-1.032943298	0.555132042	-1.240815502	-1.545263217
-0.085246759	-0.731172307	-1.790524917	-1.946202375	-0.195363108	-1.726602201	-1.460977052	-2.045954276	-1.726602201	-2.468001988	-0.09208509	-1.368372038	-1.33442315	-0.462083086	-1.669043821	-1.825439172	-2.645701413	0.315058297	-1.056453949	-1.197842699	0.653262666	-0.704730028	0.202310601
0.09208509	-0.933535639	-0.987557182	1.184000049	0.43197323	1.286210621	-1.156974916	-0.923055543	-0.424507616	-0.813797671	-0.872103029	1.591873889	1.255660378	0.105775004	1.902810954	1.902810954	-0.687372812	1.790524917	-0.286550499	0.933535639	0.424507616	-0.670220259	0.017029548
2.998020796	-1.068431117	-0.823319923	-1.385954264	-0.343824517	-2.468001988	-0.469675385	-1.902810954	-0.636490883	-2.998020796	1.368372038	0.587206217	-1.068431117	2.645701413	-0.704730028	1.501786817	-0.902393588	-0.140092436	-1.48107362	1.318010897	-1.385954264	-1.301946185	-0.492617885
0.293654744	-0.462083086	-1.301946185	-1.902810954	-0.051108415	-2.645701413	-1.48107362	-1.351202935	1.33442315	-1.616536998	0.462083086	-1.351202935	-2.645701413	-1.616536998	-0.244213829	-0.387522319	-1.255660378	-0.653262666	-0.776421761	0.126347925	-1.368372038	0.394875486	-1.523165155
-0.112627241	-1.48107362	-0.322224522	0.358313528	-0.057930049	0.037471962	-0.862182757	-0.758136008	-0.872103029	-0.508057465	-0.216235289	0.126347925	-0.237202109	0.09208509	-0.133217035	0.758136008	1.441453795	0.098927729	0.258273739	-0.628171949	-0.071581727	0.358313528	0.258273739
