GRMZM2G132577	GRMZM2G700683	GRMZM2G106479	GRMZM2G136765	GRMZM2G409343	GRMZM5G852338	GRMZM2G170628	GRMZM2G170632	GRMZM2G116083	GRMZM2G013448	GRMZM5G851965	GRMZM2G012966	GRMZM2G165428	AC196426.3_FG007	GRMZM2G096655	GRMZM2G395771	GRMZM2G096764	GRMZM2G050553	GRMZM2G027333
-1.143773961	-1.286210621	0.409646587	0.126347925	-0.636490883	0.112627241	-0.579132162	-0.892205847	-0.258273739	-0.293654744	-1.862731867	-0.160759774	-0.300773842	-0.595318735	-0.003405752	0.153863466	0.188425032	-0.619896262	1.825439172
-1.568142731	-0.251237576	0.044289159	-0.976525035	-0.539308633	-0.279460686	-0.923055543	-0.424507616	0.813797671	-0.794970891	0.030656506	-0.044289159	0.064754379	-0.678771572	-0.862182757	0.237202109	0.776421761	0.300773842	-1.270787244
0.085246759	-0.424507616	-1.545263217	-0.064754379	-0.722302208	-0.030656506	-0.74010031	1.501786817	1.240815502	0.933535639	0.098927729	0.071581727	0.286550499	1.368372038	1.368372038	-0.484942137	-0.91267586	0.862182757	0.140092436
0.45451733	0.965610478	-0.91267586	-1.032943298	-0.91267586	-1.862731867	-0.587206217	-0.417065588	-1.197842699	-1.117953259	-1.825439172	-1.270787244	0.661717677	-0.160759774	-0.265322712	-0.244213829	-0.195363108	0.842592259	-1.301946185
0.965610478	-1.591873889	-1.403975696	-1.591873889	-1.021399468	0.508057465	0.469675385	0.45451733	1.403975696	-0.160759774	-0.35105981	1.757666049	1.946202375	-0.923055543	-0.531447525	-0.064754379	-1.117953259	0.587206217	-0.767246816
-0.037471962	0.146974467	0.140092436	2.171527717	-0.555132042	-0.619896262	0.555132042	1.669043821	-0.216235289	0.731172307	-0.223213218	0.882109877	-0.713488578	1.993601218	-1.351202935	0.944119285	-0.446977502	-0.446977502	-0.713488578
1.825439172	1.105318189	-0.35105981	0.794970891	1.009990169	1.009990169	0.713488578	0.722302208	0.358313528	1.48107362	-1.790524917	1.080563549	-0.265322712	0.998710851	0.678771572	1.946202375	1.642224543	1.270787244	0.010217413
1.568142731	-1.902810954	-0.409646587	0.133217035	-0.571095686	-1.301946185	-0.003405752	-0.555132042	1.33442315	0.523619123	0.424507616	-1.156974916	-1.422465003	-1.092857156	-1.616536998	0.923055543	-1.226239142	-1.009990169	-1.993601218
2.645701413	-1.862731867	-0.417065588	0.372878156	-0.358313528	0.380190046	-0.230202032	-0.987557182	-0.300773842	1.862731867	-1.757666049	0.343824517	-1.044626445	-0.842592259	-0.030656506	-0.343824517	-0.933535639	1.902810954	1.669043821
-0.160759774	-0.794970891	-1.021399468	0.776421761	-0.6448541	-0.160759774	-0.91267586	1.545263217	-0.484942137	-1.255660378	0.380190046	-0.804348643	-0.892205847	-0.35105981	-0.133217035	0.202310601	-0.892205847	0.223213218	-0.555132042
0.071581727	1.33442315	0.563095926	0.492617885	0.174575701	0.492617885	-0.563095926	-0.976525035	0.394875486	-1.318010897	-1.726602201	-0.872103029	-1.825439172	0.365586148	-1.270787244	1.757666049	0.286550499	0.523619123	-0.439462999
-0.954809756	0.216235289	-0.402250065	0.722302208	-0.153863466	-0.140092436	-0.146974467	0.987557182	-0.265322712	-1.156974916	-1.697120332	-1.286210621	-0.563095926	0.439462999	-0.112627241	0.160759774	-0.785662535	-0.508057465	-0.923055543
1.211918765	-0.477294855	-1.902810954	-1.092857156	-0.216235289	-0.987557182	-0.571095686	0.842592259	-0.105775004	-0.555132042	0.279460686	-0.687372812	0.112627241	-1.48107362	-0.237202109	-0.272384894	0.300773842	0.603470624	-0.587206217
-0.767246816	0.804348643	2.249880663	-1.642224543	-0.804348643	-1.33442315	1.501786817	-2.171527717	0.804348643	-0.251237576	1.523165155	-0.563095926	-1.669043821	-2.104600628	1.642224543	-0.794970891	-1.568142731	-1.286210621	-1.032943298
1.240815502	-0.244213829	-0.678771572	0.976525035	-1.056453949	-0.678771572	-0.424507616	-0.547203211	-0.279460686	1.301946185	1.460977052	1.523165155	-0.446977502	-0.587206217	-0.286550499	-0.547203211	-0.146974467	-0.628171949	-1.669043821
-0.944119285	-2.998020796	0.439462999	-0.030656506	-1.862731867	-1.130769373	-0.409646587	-1.946202375	-0.492617885	-0.078412413	-1.669043821	-1.568142731	-0.595318735	-2.171527717	-0.160759774	-1.642224543	-2.345104662	0.329407333	-1.156974916
-0.987557182	-1.790524917	-0.998710851	0.387522319	0.057930049	0.862182757	0.45451733	-0.687372812	0.209267873	-0.380190046	-1.642224543	-2.104600628	-2.171527717	-1.130769373	0.343824517	0.023842473	-0.611662814	0.064754379	-1.946202375
0.74010031	-0.653262666	0.244213829	0.329407333	0.181496015	1.460977052	-0.882109877	-0.51582268	-0.6448541	-0.202310601	-1.616536998	-0.469675385	-0.126347925	0.611662814	-0.704730028	0.661717677	0.293654744	0.216235289	-1.044626445
-0.852346618	0.704730028	0.477294855	-0.563095926	1.143773961	2.045954276	-0.023842473	-0.105775004	0.571095686	0.017029548	0.078412413	-0.387522319	1.318010897	-0.105775004	1.056453949	0.636490883	1.862731867	0.944119285	-1.068431117
-0.484942137	0.74010031	-1.270787244	-1.351202935	-1.545263217	-0.484942137	0.078412413	0.944119285	-0.209267873	0.244213829	-1.591873889	1.993601218	0.017029548	-1.301946185	1.130769373	-1.616536998	-0.523619123	1.422465003	-0.140092436
0.174575701	2.104600628	-1.385954264	0.112627241	-0.279460686	-0.322224522	0.064754379	-0.202310601	-0.037471962	-1.642224543	-1.568142731	-0.987557182	1.642224543	1.902810954	-1.318010897	2.998020796	-0.882109877	1.862731867	1.568142731
0.794970891	1.902810954	-1.286210621	-0.017029548	-0.563095926	-0.687372812	-2.045954276	0.687372812	0.987557182	-0.933535639	0.571095686	-0.057930049	-0.813797671	1.726602201	-0.965610478	-1.591873889	2.645701413	1.545263217	0.174575701
0.279460686	-0.365586148	1.422465003	-0.998710851	-0.965610478	-0.571095686	-1.993601218	0.704730028	1.117953259	0.872103029	-0.119484771	-1.48107362	-1.117953259	1.318010897	0.6448541	0.112627241	-1.669043821	0.628171949	-0.987557182
0.181496015	0.244213829	0.265322712	0.587206217	-1.032943298	-0.954809756	-0.030656506	1.032943298	1.301946185	1.255660378	-0.279460686	-0.43197323	-0.044289159	0.661717677	0.923055543	0.003405752	-0.804348643	0.51582268	0.160759774
-0.030656506	-0.91267586	-1.48107362	0.508057465	-1.068431117	-0.209267873	-0.343824517	-1.056453949	0.003405752	0.057930049	0.446977502	-0.998710851	-0.336607179	-0.661717677	-0.603470624	0.579132162	-0.45451733	0.83291742	-0.678771572
0.628171949	1.368372038	0.167663737	-0.794970891	-0.51582268	-1.092857156	-0.696025208	0.293654744	-1.286210621	-1.616536998	-0.105775004	-0.244213829	0.636490883	-0.83291742	-0.83291742	0.484942137	-0.595318735	-0.987557182	0.358313528
1.48107362	-0.387522319	-0.146974467	-0.167663737	1.591873889	0.661717677	0.862182757	-2.468001988	1.757666049	1.351202935	0.209267873	-1.523165155	-0.902393588	-0.500322766	1.825439172	0.531447525	0.43197323	1.403975696	-0.051108415
1.170380633	-1.318010897	-0.244213829	-0.160759774	-1.270787244	-1.211918765	-1.946202375	-0.216235289	1.726602201	1.642224543	-1.523165155	0.010217413	-0.882109877	0.230202032	0.758136008	0.286550499	-0.372878156	-0.300773842	0.251237576
0.862182757	1.642224543	-0.010217413	0.842592259	0.687372812	-0.153863466	-0.133217035	0.030656506	0.343824517	0.35105981	0.439462999	-0.767246816	0.380190046	1.156974916	-0.188425032	0.555132042	1.33442315	1.184000049	0.017029548
-0.315058297	0.424507616	0.293654744	1.523165155	-0.030656506	-0.017029548	0.322224522	0.547203211	0.862182757	-0.329407333	-1.501786817	0.272384894	0.51582268	0.852346618	-0.446977502	0.394875486	0.531447525	0.892205847	-0.758136008
1.545263217	0.329407333	0.223213218	1.403975696	0.112627241	0.944119285	-0.842592259	0.579132162	1.460977052	1.286210621	-1.48107362	-0.098927729	0.230202032	0.223213218	1.790524917	1.032943298	0.51582268	1.044626445	0.954809756
-0.394875486	0.223213218	0.258273739	-1.523165155	-0.492617885	0.555132042	-1.156974916	1.286210621	-0.051108415	-0.343824517	-0.153863466	-0.09208509	-0.003405752	0.071581727	0.555132042	0.223213218	1.48107362	0.794970891	-1.726602201
0.484942137	-0.619896262	-1.441453795	1.286210621	-0.462083086	-0.09208509	-1.902810954	-1.862731867	0.661717677	0.563095926	-0.181496015	-1.184000049	0.776421761	-0.300773842	0.804348643	-0.181496015	0.167663737	-0.595318735	0.619896262
-1.669043821	0.315058297	1.33442315	0.051108415	-0.758136008	-0.785662535	-0.216235289	-0.064754379	-0.51582268	-0.424507616	-1.460977052	-0.7490877	-1.946202375	0.563095926	1.270787244	0.037471962	-0.307908216	0.670220259	-0.167663737
0.402250065	0.195363108	0.085246759	0.409646587	0.902393588	-0.195363108	0.965610478	0.882109877	0.872103029	-0.722302208	0.146974467	-0.140092436	0.030656506	0.767246816	-0.293654744	-0.146974467	0.523619123	-0.329407333	-0.202310601
0.713488578	-0.531447525	-0.394875486	0.146974467	-1.117953259	-0.133217035	1.697120332	0.09208509	1.009990169	0.74010031	-1.441453795	0.409646587	-0.140092436	0.603470624	-0.09208509	1.117953259	-0.037471962	0.153863466	-0.661717677
-0.322224522	0.571095686	-0.45451733	-0.547203211	-0.670220259	0.595318735	0.230202032	-0.587206217	0.417065588	-0.057930049	-1.422465003	-0.216235289	1.351202935	1.460977052	-0.209267873	0.892205847	0.195363108	0.286550499	-0.286550499
-1.184000049	-1.351202935	-0.119484771	0.872103029	-0.439462999	-1.441453795	-0.547203211	-1.105318189	-0.174575701	-1.197842699	-1.385954264	-0.365586148	-1.286210621	0.010217413	-0.933535639	0.380190046	-0.923055543	-0.767246816	-0.965610478
-0.492617885	0.595318735	-0.174575701	-0.587206217	-1.211918765	-1.993601218	-0.976525035	-1.441453795	1.211918765	-0.358313528	1.197842699	-0.661717677	0.439462999	0.017029548	0.098927729	1.255660378	1.211918765	0.336607179	0.057930049
-0.696025208	-0.181496015	-1.523165155	0.998710851	-0.119484771	0.230202032	-1.862731867	-0.265322712	-1.032943298	-0.923055543	0.45451733	-0.722302208	-0.508057465	0.251237576	-1.33442315	0.409646587	-0.965610478	0.160759774	-0.258273739
1.068431117	1.993601218	-1.080563549	1.080563549	1.993601218	1.080563549	1.068431117	0.862182757	0.595318735	0.500322766	-0.329407333	2.249880663	0.35105981	0.74010031	0.767246816	-0.119484771	0.365586148	2.998020796	1.184000049
0.126347925	1.286210621	-2.998020796	-0.492617885	-0.322224522	0.126347925	-0.105775004	-0.133217035	1.255660378	0.003405752	0.167663737	0.078412413	1.862731867	-0.462083086	0.842592259	0.336607179	0.017029548	1.726602201	1.156974916
1.105318189	0.83291742	-1.184000049	0.923055543	0.83291742	1.48107362	1.790524917	-0.823319923	-1.523165155	-0.244213829	0.195363108	-1.33442315	-1.226239142	-0.017029548	0.611662814	0.696025208	0.265322712	1.790524917	1.697120332
-0.064754379	-0.35105981	-1.790524917	0.91267586	0.202310601	1.301946185	1.092857156	-0.531447525	-0.315058297	0.976525035	-1.368372038	-1.301946185	-0.91267586	0.105775004	-0.329407333	0.064754379	0.678771572	0.307908216	0.098927729
-1.351202935	0.477294855	0.83291742	0.085246759	1.117953259	0.713488578	0.636490883	-1.568142731	-1.616536998	-1.825439172	0.343824517	-2.645701413	-1.184000049	0.653262666	-1.255660378	-0.209267873	-0.976525035	-0.587206217	0.387522319
0.140092436	0.611662814	-0.380190046	1.33442315	-0.174575701	-0.670220259	0.188425032	-0.508057465	1.368372038	0.508057465	-1.351202935	-0.74010031	0.078412413	-0.484942137	0.619896262	0.7490877	0.181496015	-0.09208509	-1.385954264
-1.068431117	-0.279460686	-1.044626445	-0.230202032	-1.130769373	-0.365586148	-1.825439172	-0.539308633	-0.571095686	-0.628171949	-1.33442315	-2.345104662	-0.571095686	-1.143773961	0.119484771	1.460977052	1.156974916	-0.670220259	-1.092857156
